Category,Title,Date,Venue,Locations,Link,Image Src,Image Alt,Description
Exhibition,Joana Galego. ‘mole lunar sinal’,05 Jul 2023 – 29 Jul 2023,Soho Revue,"London, United Kingdom",https://www.artrabbit.com/events/joana-galego-mole-lunar-sinal,img.artrabbit.com/events/joana-galego-mole-lunar-sinal/images/RbChNm8R0nr8/350x410/Joana-Galego-mole-lunar-sinal.jpg,Joana Galego. ‘mole lunar sinal’,"Soho Revue is pleased to present, ‘Mole, Lunar, Sinal’, a solo exhibition of works by Joana Galego. Within these works, Joana explores the emotional vicissitudes of relationships, focusing particularly on power, vulnerability, miscommunication, loneliness, guilt and the desire for connection and intimacy. The title is comprised of three words in three different languages which are dear to Joana, speaking to the poeticism and ambiguity of her work, as well the necessity for an open dialogue between viewer and painting. ‘Mole, Lunar, Sinal’ also points to the importance of communication and translation as a theme in her paintings."
Exhibition,Aak Keenkanam: From The Beginning,05 Jul 2023 – 02 Sep 2023,JGM Gallery,"London, United Kingdom",https://www.artrabbit.com/events/aak-keenkanam-from-the-beginning-jgm-gallery,img.artrabbit.com/events/aak-keenkanam-from-the-beginning-jgm-gallery/images/O6TYBfnuVSig/350x437/AakKeenkanam-PromotionalGraphic.jpg,Aak Keenkanam: From The Beginning,An exhibition of paintings & sculptures from the Wik & Kugu Arts Centre. JGM Gallery presents Aak Keenkanam: From The Beginning. 
Exhibition,Think Of Those Flowers You Plant,05 Jul 2023 – 12 Aug 2023,Niru Ratnam,"London, United Kingdom",https://www.artrabbit.com/events/think-of-those-flowers-you-plant,img.artrabbit.com/events/think-of-those-flowers-you-plant/images/viiWmAr6N0Gd/350x266/Think-of-all-those-flowers-you-paint.jpg,Think Of Those Flowers You Plant,No description available.
Exhibition,"Into, over and underneath",05 Jul 2023 – 05 Aug 2023,Public Gallery,"London, United Kingdom",https://www.artrabbit.com/events/into-over-and-underneath,img.artrabbit.com/events/into-over-and-underneath/images/oOGH8fna7puy/350x199/Nevena-Prijic-We-Were-Now-Coming-Together-2023-Acrylic-flashe-on-canvas-72-x-126in-2023.jpg,"Into, over and underneath","Public Gallery is pleased to present Into, over and underneath, a trio exhibition of new works by Nevena Prijic, Jade Thacker, and Evian Wenyi Zhang. The title of the exhibition, borrowed from a 2021 work by Harminder Judge, gestures towards a common concern for patterns of interconnection, repetition, and visual elasticity that encourage the persistent return of the viewer’s gaze to the painting’s surface. Enacting a defensive camouflage against the autonomy of vision and instantaneous interpretation, these three artists share characteristics that foreground ambiguity over certainty, elusiveness over mimicry, and yet precision in the physiological act of seeing. In this exhibition, the constitutive asymmetries that scaffold what we see and what exists become exceedingly transparent, taking the legibility of painting as a site of contestable ground."
Exhibition,SANCTUARY,05 Jul 2023 – 05 Aug 2023,Not For Sale Gallery,"London, United Kingdom",https://www.artrabbit.com/events/sanctuary-not-for-sale-gallery,img.artrabbit.com/events/sanctuary-not-for-sale-gallery/images/vhHsKdILq578/350x257/Jasmine-Rossi-Wonderland.jpg,SANCTUARY,No description available.
Exhibition,"Lagos, Peckham, Repeat: Pilgrimage To The Lakes",05 Jul 2023 – 29 Oct 2023,South London Gallery,"London, United Kingdom",https://www.artrabbit.com/events/lagos-peckham-repeat-pilgrimage-to-the-lakes,img.artrabbit.com/events/lagos-peckham-repeat-pilgrimage-to-the-lakes/images/Bqls1czLY12Q/350x272/Photograph-by-Adama-Jalloh-Entitled-by-Adeyemi-Michael.jpg,"Lagos, Peckham, Repeat: Pilgrimage To The Lakes","Known as ‘Little Lagos’, Peckham is home to one of the largest Nigerian diaspora communities in the UK. Lagos, Peckham, Repeat: Pilgrimage to the Lakes is a major group exhibition looking at the connections between Lagos in Nigeria and Peckham in south east London. "
Exhibition,London School of Architecture Design Think Tanks: Close to Home,05 Jul 2023 – 31 Aug 2023,Building Centre,"London, United Kingdom",https://www.artrabbit.com/events/london-school-of-architecture-design-think-tanks-close-to-home,img.artrabbit.com/events/london-school-of-architecture-design-think-tanks-close-to-home/images/PfwJaBNVozU9/350x350/230321-dtt-instagram-1.jpg,London School of Architecture Design Think Tanks: Close to Home,"The Design Think Tank is the London School of Architecture’s most innovative module generating creative design propositions informed by rigorous research to address built environment issues in London. Think Tanks are conducted by collaborative teams of students in First Year, LSA tutors, and leading figures in architectural practice. Together, they explore subjects rooted in contemporary practice and the future of the city proposed by our Practice Network. "
Exhibition,Teresa Murta. Purple Hazeee...But Better Together,05 Jul 2023 – 04 Aug 2023,Tabula Rasa Gallery,"London, United Kingdom",https://www.artrabbit.com/events/teresa-murta-purple-hazeeebut-better-together,img.artrabbit.com/events/teresa-murta-purple-hazeeebut-better-together/images/ekrG8acpZT1i/350x525/Teresa-Murta-Purple-Hazeee-But-Better-Together.jpg,Teresa Murta. Purple Hazeee...But Better Together,Teresa Murta
Exhibition,Sang Woon Nam: Blue,04 Jul 2023 – 06 Sep 2023,The Bindery,"London, United Kingdom",https://www.artrabbit.com/events/sang-woon-nam-blue,img.artrabbit.com/events/sang-woon-nam-blue/images/bpUAjmK4JQIr/350x452/7-Blue-moon-2391-117X91cm-oil-on-canvas-2023-15-286GBP-copy.jpg,Sang Woon Nam: Blue,"Aleph Contemporary present a solo exhibition of paintings by renowned South Korean artist Sang Woon Nam, as a partnering show of new art fair Korean Art London. Sang Woon Nam: Blue is a satellite show at Aleph Contemporary that will present large-scale paintings, made between 2019 and 2022, from the artist’s Blue Moon series. As an expansion of the single Nam painting on display at Korean Art London 6-22 July, Mall Galleries, this exhibition will offer an opportunity for visitors to completely immerse themselves in the artist’s work. "
Exhibition,Wembley Park Summer Art Trail,04 Jul 2023 – 30 Sep 2023,Wembley Park,"London, United Kingdom",https://www.artrabbit.com/events/wembley-park-summer-art-trail,img.artrabbit.com/events/wembley-park-summer-art-trail/images/9Y7b15hAGniq/350x205/23-07-02-WP-Art-Trail-008.jpg,Wembley Park Summer Art Trail,"Wembley Park has revealed details of two brand new public artworks being launched for summer 2023 as part of the area’s popular art trail. On public view across the North West London neighbourhood from the first week of July, the new artworks on display include an outdoor photo exhibition, titled ‘Football Should Be Unforgettable’, curated by Alzheimer's Society and produced by Wembley Park."
Exhibition,Summer Show,03 Jul 2023 – 19 Aug 2023,Cadogan Gallery - London,"London, United Kingdom",https://www.artrabbit.com/events/summer-show-cadogan-gallery-london,img.artrabbit.com/events/summer-show-cadogan-gallery-london/images/pT8SlkYRJgKi/350x233/SRGB-DSC07929.jpg,Summer Show,"The Summer Exhibition features new works by Kim Bartelt, Gabriele Cappelli, Ramón Enrich, Richard Hearns, Laurence Leenaert, Sam Lock, Deborah Tarr and Richard Zinon. Kim Bartelt"
Exhibition,Cite,01 Jul 2023 – 31 Jul 2023,Lea Bridge Library Pavilion,"London, United Kingdom",https://www.artrabbit.com/events/cite,img.artrabbit.com/events/cite/images/fuuGTCX1TR0e/350x495/Cite-Print-A4-final.jpg,Cite,"'Cite' presents artwork by six London based visual artists with connections to South Asian heritage in celebration of South Asia Heritage Month 2023 at Lea Bridge Library Pavillion. Bringing together a diverse range of media including drawing, printmaking and painting, all artists cite or refer to a sense of place both real and abstract. Organised by artist and Waltham Forest resident Vasundhara Sellamuthu, participating artists include Jyoti Bharwani, Gaurav Gupta, Smriti Mehra, Matt Lee, Shahed Saleem, Vasundhara Sellamuthu, and Adia Wahid. Private View: 30 June 5-7pm, Exhibition open 1-30 July."
Exhibition,Entangled Life - Vibeke Slyngstad,01 Jul 2023 – 22 Jul 2023,Kristin Hjellegjerde Melior Place,"London, United Kingdom",https://www.artrabbit.com/events/entangled-life-vibeke-slyngstad,img.artrabbit.com/events/entangled-life-vibeke-slyngstad/images/MtkgQffooOiU/350x256/57ab521a774ed4f00b7d2f2aad239574j.jpg,Entangled Life - Vibeke Slyngstad,"Entangled Life comprises works from three different series, each of which takes a specific landscape as a starting point, using the typology of the land and the artist’s personal connection to it as a way of exploring the ephemerality and interconnectedness of our existence. A young couple walks through a wild landscape, their bodies bent into the wind. Sunlight streams through stems of grass and flowers, their fragile forms blown up to a larger-than-life scale, tangled and drooping. Norwegian artist Vibeke Slyngstad’s paintings capture transient moments and complex psychological states. Entangled Life, the artist’s third solo exhibition at Kristin Hjellegjerde Gallery, comprises works from three different series, each of which takes a specific landscape as a starting point, using the typology of the land and the artist’s personal connection to it as a way of exploring the ephemerality and interconnectedness of our existence."
Exhibition,Intimate Spaces - Luella Bartley,01 Jul 2023 – 22 Jul 2023,Kristin Hjellegjerde Melior Place,"London, United Kingdom",https://www.artrabbit.com/events/intimate-spaces-luella-bartley,img.artrabbit.com/events/intimate-spaces-luella-bartley/images/y478v1XCKMpO/350x217/24b106a73e138821a364f104da4c3677j.jpg,Intimate Spaces - Luella Bartley,"Bartley presents a new series of bold, ethereal paintings and illustrated monochromatic photographs that offer compelling and contradictory perspectives of the female body and self. A woman’s body appears bent, twisted and huddled in her nakedness. These portraits are anonymous, drawn from the neck down and detached from any external contexts, and yet, there is emotional depth in the woman’s physical gestures and the soft imperfections of her flesh. For Luella Bartley the rendering of the naked female form, through paint and at a large scale, is a deeply personal process of self-exploration. While she works with the same life model, the paintings emerge from a fluid and spontaneous process. ‘They’re not me but they feel like self-portraits,’ she says. For her first solo exhibition at Kristin Hjellegjerde Gallery, titled Intimate Spaces, Bartley presents a new series of bold, ethereal paintings and illustrated monochromatic photographs that offer compelling and contradictory perspectives of the female body and self. Each work is an expression of beauty and revulsion, discomfort and brazenness, vulnerability and strength. "
Exhibition,"Beverley Bennett, ‘Simon Says/Dadda’",01 Jul 2023 – 19 Aug 2023,Lux,"London, United Kingdom",https://www.artrabbit.com/events/beverley-bennett-simon-saysdadda-lux,img.artrabbit.com/events/beverley-bennett-simon-saysdadda-lux/images/ylh0fOSXQ9cf/350x350/LUX-04.jpg,"Beverley Bennett, ‘Simon Says/Dadda’","LUX is pleased to announce ‘Simon Says/Dadda’, a new solo exhibition by artist Beverley Bennett showing at LUX, Waterlow Park from 1 July to 19 August 2023. ‘Simon Says/Dadda’ is a collaborative project exploring father/daughter relationships among Black and Asian women and non-binary individuals, highlighting the deep impact that structural inequalities have within wider society."
Exhibition,Ocean Muses,01 Jul 2023 – 01 Aug 2023,London Contemporary Art,"London, United Kingdom",https://www.artrabbit.com/events/ocean-muses,img.artrabbit.com/events/ocean-muses/images/OTgg4J41WsAZ/350x495/OCEAN-MUSES-POSTER.jpg,Ocean Muses,"Immerse yourself in all the Muses of the Ocean. For one month, we present a variety of artist’s interpretation of Seascape.Featuring the work of Bill Bate, Simon Ledson, Julia Whitehead, Terry Watts and many more, this exhibition highlights the riches of responses to the deep blue sea."
Exhibition,Henry Jabbour,30 Jun 2023 – 30 Jul 2023,Pontone Gallery,"London, United Kingdom",https://www.artrabbit.com/events/henry-jabbour,img.artrabbit.com/events/henry-jabbour/images/wulVOadegU1m/350x429/This-Life-of-Us-2023-Oil-on-linen-80-x-65-cm.jpg,Henry Jabbour,"Henry Jabbour welcomes us to a richly coloured world of pastoral reverie and lyrical contemplation. To celebrate Henry Jabbour's first solo exhibition in our partner gallery Friedrichs Pontone in New York, Pontone Gallery is delighted to announce A Certain Rest  in London."
Exhibition,Unruly Bodies,30 Jun 2023 – 03 Sep 2023,Goldsmiths Centre for Contemporary Art,"London, United Kingdom",https://www.artrabbit.com/events/unruly-bodies-goldsmiths-centre-for-contemporary-art,img.artrabbit.com/events/unruly-bodies-goldsmiths-centre-for-contemporary-art/images/fiDHHVajkBhw/350x313/SA24-image.jpg,Unruly Bodies,"Featuring thirteen women and non-binary artists, Unruly Bodies presents artworks that explore the experience of embodiment today. Participants: Shadi Al-Atallah, Giulia Cenci, Miriam Cahn, Camille Henrot, Galli, Ebecho Muslimova, Frida Orupabo, Anna Perach, Paloma Proudfoot, and collectively Clémentine Bedos, Verity Coward, Assia Ghendir, Holly Hunter."
Exhibition,Textural Contexts,30 Jun 2023 – 29 Jul 2023,Corner New Cross,"London, United Kingdom",https://www.artrabbit.com/events/textural-contexts,img.artrabbit.com/events/textural-contexts/images/LvRjNig9bC19/350x341/Sunlit-Room-8x8in-2020.jpg,Textural Contexts,"An art exhibition in the basement gallery at Corner New Cross, curated by local artist Jo McCormick featuring work by 20 local artists. The exhibition explores the concept of texture through examinations of landscape - mapping, pattern, domestic architecture, nature and the human form."
